LOANID,MEMBERID,BOOKID,ISSUEDATE,RETURNDATE,STATUS,FINE
4486,3694,2507,01-01-2024,22-05-2025,Returned,714
4487,3580,2726,21-03-2024,22-07-2024,Returned,0
4488,3874,2728,25-04-2024,03-05-2025,Returned,446
4489,3527,2821,02-07-2022,02-10-2024,Returned,1346
4490,3426,2335,20-04-2023,19-08-2024,Returned,674
4491,3744,2268,06-10-2023,05-05-2025,Returned,854
4492,3082,2996,20-06-2022,03-11-2024,Returned,1434
4493,3327,2089,23-12-2022,25-08-2024,Returned,922
4494,3362,2677,02-08-2023,28-06-2024,Returned,362
4495,3743,2870,23-01-2024,21-06-2024,Returned,0
4496,3265,2572,03-06-2023,25-05-2025,Returned,1144
4497,3054,2652,27-08-2022,12-09-2024,Returned,1194
4498,3833,2048,05-12-2022,26-03-2025,Returned,1384
4499,3151,2202,11-09-2022,22-03-2025,Returned,1546
4500,3687,2510,18-11-2022,04-07-2024,Returned,888
4501,3362,2358,16-06-2022,26-07-2024,Returned,1242
4502,3261,2742,09-05-2024,,Issued,0
4503,3263,2416,06-10-2023,02-02-2025,Returned,670
4504,3851,2442,02-01-2024,16-07-2024,Returned,92
4505,3010,2015,31-05-2023,10-07-2024,Returned,512
4506,3108,2913,06-04-2024,26-06-2024,Returned,0
4507,3688,2784,20-06-2023,15-12-2024,Returned,788
4508,3198,2711,15-05-2024,31-01-2025,Returned,222
4509,3676,2610,21-02-2023,,Issued,0
4510,3185,2443,29-01-2023,27-10-2024,Returned,974
4511,3911,2139,27-11-2023,27-12-2024,Returned,492
4512,3399,2848,11-12-2023,29-01-2025,Returned,530
4513,3239,2129,10-10-2022,24-12-2024,Returned,1312
4514,3077,2292,21-08-2022,07-05-2025,Returned,1680
4515,3975,2812,20-02-2023,18-02-2025,Returned,1158
4516,3470,2547,02-03-2023,02-10-2024,Returned,860
4517,3076,2205,12-07-2022,23-12-2024,Returned,1490
4518,3423,2784,06-12-2023,09-09-2024,Returned,256
4519,3478,2213,30-08-2022,05-02-2025,Returned,1480
4520,3129,2677,22-12-2022,11-10-2024,Returned,1018
4521,3218,2990,24-04-2023,10-07-2024,Returned,586
4522,3188,2098,16-06-2022,07-02-2025,Returned,1634
4523,3454,2198,25-12-2022,14-03-2025,Returned,1320
4524,3557,2296,23-04-2024,23-06-2024,Returned,0
4525,3492,2696,20-08-2022,03-04-2025,Returned,1614
4526,3004,2460,03-01-2023,03-07-2024,Returned,794
4527,3314,2065,13-09-2023,17-12-2024,Returned,622
4528,3708,2336,15-05-2023,30-04-2025,Returned,1132
4529,3137,2678,10-07-2023,26-03-2025,Returned,950
4530,3053,2483,18-02-2023,14-03-2025,Returned,1210
4531,3502,2313,11-08-2022,09-03-2025,Returned,1582
4532,3525,2147,21-12-2022,25-12-2024,Returned,1170
4533,3677,2599,29-04-2023,30-10-2024,Returned,800
4534,3108,2188,01-04-2024,30-01-2025,Returned,308
4535,3539,2655,19-12-2022,20-05-2025,Returned,1466
4536,3659,2511,18-03-2024,17-08-2024,Returned,4
4537,3373,2301,02-08-2022,31-01-2025,Returned,1526
4538,3476,2374,01-07-2023,28-01-2025,Returned,854
4539,3639,2056,17-02-2023,27-01-2025,Returned,1120
4540,3181,2996,26-02-2023,30-07-2024,Returned,740
4541,3853,2619,17-04-2024,06-08-2024,Returned,0
4542,3312,2712,21-06-2022,30-09-2024,Returned,1364
4543,3258,2067,04-09-2023,04-04-2025,Returned,856
4544,3429,2994,15-08-2022,15-03-2025,Returned,1586
4545,3749,2357,16-11-2023,19-12-2024,Returned,498
4546,3847,2419,06-03-2024,06-08-2024,Returned,6
4547,3621,2733,24-04-2023,16-06-2024,Returned,538
4548,3242,2423,10-04-2023,02-04-2025,Returned,1146
4549,3868,2500,02-06-2023,,Issued,0
4550,3978,2839,02-11-2022,27-01-2025,Returned,1334
4551,3067,2943,08-03-2024,05-12-2024,Returned,244
4552,3749,2553,09-05-2024,,Issued,0
4553,3728,2763,04-09-2022,30-04-2025,Returned,1638
4554,3430,2745,27-08-2023,21-04-2025,Returned,906
4555,3745,2022,27-01-2024,26-08-2024,Returned,124
4556,3638,2496,20-04-2023,29-03-2025,Returned,1118
4557,3063,2427,10-06-2023,21-08-2024,Returned,576
4558,3356,2018,25-11-2023,13-02-2025,Returned,592
4559,3855,2530,18-12-2023,23-09-2024,Returned,260
4560,3349,2220,20-07-2023,29-06-2024,Returned,390
4561,3044,2552,26-04-2024,06-01-2025,Returned,210
4562,3999,2699,04-04-2023,04-09-2024,Returned,738
4563,3654,2563,12-11-2023,,Issued,0
4564,3674,2692,09-09-2022,31-08-2024,Returned,1144
4565,3026,2415,05-12-2022,02-04-2025,Returned,1398
4566,3141,2082,02-07-2023,29-03-2025,Returned,972
4567,3007,2656,08-04-2023,31-10-2024,Returned,844
4568,3744,2053,06-09-2023,13-06-2024,Returned,262
4569,3201,2482,29-03-2023,,Issued,0
4570,3456,2215,15-07-2022,24-12-2024,Returned,1486
4571,3684,2465,07-07-2023,28-12-2024,Returned,780
4572,3801,2189,14-03-2024,16-04-2025,Returned,496
4573,3260,2470,11-08-2023,30-08-2024,Returned,470
4574,3966,2464,20-06-2023,23-11-2024,Returned,744
4575,3289,2735,12-05-2024,,Issued,0
4576,3512,2653,21-10-2023,11-09-2024,Returned,352
4577,3889,2873,19-11-2022,02-04-2025,Returned,1430
4578,3998,2542,13-01-2023,24-06-2024,Returned,756
4579,3895,2531,25-05-2023,29-10-2024,Returned,746
4580,3964,2577,20-01-2024,13-08-2024,Returned,112
4581,3928,2333,10-07-2022,13-02-2025,Returned,1598
4582,3932,2772,29-06-2023,15-06-2024,Returned,404
4583,3256,2923,22-11-2023,11-02-2025,Returned,594
4584,3944,2191,19-07-2022,14-06-2024,Returned,1092
4585,3593,2588,30-01-2024,18-02-2025,Returned,470
4586,3458,2044,28-06-2023,07-07-2024,Returned,450
4587,3637,2686,23-10-2023,25-08-2024,Returned,314
4588,3579,2032,19-06-2023,28-11-2024,Returned,756
4589,3525,2474,31-08-2022,,Issued,0
4590,3748,2787,02-10-2023,23-04-2025,Returned,838
4591,3960,2997,14-10-2023,30-04-2025,Returned,828
4592,3447,2738,11-09-2022,25-11-2024,Returned,1312
4593,3736,2458,23-03-2024,12-05-2025,Returned,530
4594,3838,2891,04-06-2022,06-11-2024,Returned,1472
4595,3159,2880,04-06-2022,24-11-2024,Returned,1508
4596,3470,2039,28-05-2023,29-10-2024,Returned,740
4597,3601,2007,13-09-2023,24-10-2024,Returned,514
4598,3466,2919,18-03-2024,02-02-2025,Returned,342
4599,3238,2606,21-07-2023,16-11-2024,Returned,668
4600,3849,2613,04-04-2023,29-05-2025,Returned,1272
4601,3152,2826,29-11-2022,24-11-2024,Returned,1152
4602,3729,2643,03-11-2022,01-07-2024,Returned,912
4603,3156,2926,16-05-2023,28-10-2024,Returned,762
4604,3460,2690,28-01-2024,12-06-2024,Returned,0
4605,3359,2912,27-11-2023,23-04-2025,Returned,726
4606,3900,2436,09-11-2023,16-10-2024,Returned,384
4607,3664,2129,01-04-2024,25-07-2024,Returned,0
4608,3988,2384,04-11-2022,29-07-2024,Returned,966
4609,3698,2120,05-09-2022,23-04-2025,Returned,1622
4610,3524,2879,10-10-2022,,Issued,0
4611,3248,2011,22-04-2024,30-03-2025,Returned,384
4612,3219,2335,29-09-2022,14-09-2024,Returned,1132
4613,3051,2340,27-04-2024,15-03-2025,Returned,344
4614,3058,2271,07-08-2023,05-09-2024,Returned,490
4615,3443,2998,16-09-2022,22-03-2025,Returned,1536
4616,3554,2070,30-01-2023,27-07-2024,Returned,788
4617,3671,2133,30-11-2022,07-12-2024,Returned,1176
4618,3330,2006,06-01-2023,07-12-2024,Returned,1102
4619,3858,2272,05-05-2023,27-05-2025,Returned,1206
4620,3208,2661,06-11-2023,19-08-2024,Returned,274
4621,3022,2700,23-02-2023,15-04-2025,Returned,1264
4622,3238,2492,23-05-2024,,Issued,0
4623,3489,2986,19-12-2022,20-10-2024,Returned,1042
4624,3782,2932,07-11-2022,09-07-2024,Returned,920
4625,3035,2786,30-04-2024,13-10-2024,Returned,32
4626,3280,2934,04-10-2023,09-01-2025,Returned,626
4627,3725,2672,25-10-2022,09-01-2025,Returned,1314
4628,3291,2960,22-05-2024,16-05-2025,Returned,418
4629,3724,2387,09-05-2024,,Issued,0
4630,3521,2865,15-10-2022,10-11-2024,Returned,1214
4631,3375,2517,07-07-2022,23-06-2024,Returned,1134
4632,3578,2477,18-03-2023,28-03-2025,Returned,1182
4633,3278,2122,17-07-2022,27-04-2025,Returned,1730
4634,3046,2607,17-02-2023,06-01-2025,Returned,1078
4635,3546,2687,21-02-2023,17-01-2025,Returned,1092
4636,3171,2334,30-11-2022,,Issued,0
4637,3465,2003,03-02-2024,05-09-2024,Returned,130
4638,3719,2275,10-08-2023,28-03-2025,Returned,892
4639,3100,2939,21-03-2024,,Issued,0
4640,3830,2994,03-03-2023,23-12-2024,Returned,1022
4641,3206,2897,24-09-2022,31-08-2024,Returned,1114
4642,3992,2244,04-02-2023,14-06-2024,Returned,692
4643,3290,2898,03-04-2024,21-09-2024,Returned,42
4644,3338,2459,27-05-2024,01-04-2025,Returned,318
4645,3855,2276,19-02-2024,17-07-2024,Returned,0
4646,3407,2804,17-11-2023,21-07-2024,Returned,194
4647,3734,2333,05-03-2024,29-08-2024,Returned,54
4648,3781,2233,21-08-2022,21-01-2025,Returned,1468
4649,3309,2496,29-03-2023,11-09-2024,Returned,764
4650,3645,2376,10-10-2023,27-10-2024,Returned,466
4651,3865,2386,15-08-2022,10-04-2025,Returned,1638
4652,3069,2236,16-10-2023,29-07-2024,Returned,274
4653,3302,2007,06-11-2023,06-11-2024,Returned,432
4654,3344,2569,02-05-2024,01-09-2024,Returned,0
4655,3185,2105,29-07-2022,18-06-2024,Returned,1080
4656,3592,2952,24-04-2023,16-09-2024,Returned,722
4657,3167,2570,05-04-2023,24-01-2025,Returned,1020
4658,3995,2433,26-01-2023,20-04-2025,Returned,1330
4659,3540,2521,21-01-2024,31-08-2024,Returned,146
4660,3683,2600,20-01-2023,03-11-2024,Returned,1006
4661,3947,2147,05-12-2022,18-12-2024,Returned,1188
4662,3559,2322,24-10-2022,31-08-2024,Returned,1054
4663,3211,2292,23-02-2024,15-10-2024,Returned,170
4664,3068,2461,13-08-2022,14-08-2024,Returned,1164
4665,3201,2921,01-08-2022,03-06-2024,Returned,1044
4666,3571,2420,13-04-2024,19-03-2025,Returned,380
4667,3255,2030,08-01-2024,10-10-2024,Returned,252
4668,3645,2952,30-07-2022,30-01-2025,Returned,1530
4669,3601,2366,04-01-2024,07-06-2024,Returned,10
4670,3063,2416,21-05-2023,23-01-2025,Returned,926
4671,3045,2991,04-05-2023,,Issued,0
4672,3573,2586,27-01-2023,29-07-2024,Returned,798
4673,3423,2184,26-12-2023,14-03-2025,Returned,588
4674,3045,2093,02-02-2024,,Issued,0
4675,3549,2152,28-01-2024,28-06-2024,Returned,4
4676,3069,2920,17-10-2022,31-01-2025,Returned,1374
4677,3354,2202,21-01-2024,04-02-2025,Returned,460
4678,3303,2601,27-12-2023,,Issued,0
4679,3737,2750,06-02-2023,22-11-2024,Returned,1010
4680,3429,2342,30-03-2023,05-10-2024,Returned,810
4681,3233,2325,26-04-2024,19-09-2024,Returned,0
4682,3947,2168,23-03-2024,01-06-2025,Returned,570
4683,3989,2144,10-12-2023,,Issued,0
4684,3981,2911,07-11-2022,15-05-2025,Returned,1540
4685,3520,2597,24-11-2022,27-03-2025,Returned,1408
4686,3513,2881,17-12-2022,15-03-2025,Returned,1338
4687,3026,2686,15-08-2022,16-09-2024,Returned,1226
4688,3588,2084,08-02-2023,30-11-2024,Returned,1022
4689,3231,2710,16-06-2022,20-09-2024,Returned,1354
4690,3279,2082,28-09-2022,26-05-2025,Returned,1642
4691,3355,2793,02-07-2022,22-07-2024,Returned,1202
4692,3792,2105,18-11-2022,30-10-2024,Returned,1124
4693,3707,2052,11-11-2022,03-01-2025,Returned,1268
4694,3133,2038,27-07-2023,03-02-2025,Returned,814
4695,3121,2949,28-11-2023,17-06-2024,Returned,104
4696,3895,2850,17-03-2023,21-06-2024,Returned,624
4697,3484,2792,01-08-2022,15-04-2025,Returned,1676
4698,3300,2152,28-04-2023,28-12-2024,Returned,920
4699,3440,2582,03-02-2024,02-11-2024,Returned,246
4700,3178,2146,06-10-2023,22-05-2025,Returned,888
4701,3522,2605,03-05-2024,26-01-2025,Returned,236
4702,3405,2895,24-10-2022,14-08-2024,Returned,1020
4703,3842,2153,08-03-2024,10-12-2024,Returned,254
4704,3788,2009,07-06-2022,28-10-2024,Returned,1448
4705,3477,2855,19-05-2023,26-06-2024,Returned,508
4706,3747,2584,20-01-2023,03-07-2024,Returned,760
4707,3360,2672,26-06-2022,02-12-2024,Returned,1480
4708,3972,2882,06-04-2023,05-02-2025,Returned,1042
4709,3763,2271,26-02-2024,09-06-2024,Returned,0
4710,3135,2824,19-11-2022,01-09-2024,Returned,1004
4711,3814,2956,26-01-2024,20-10-2024,Returned,236
4712,3675,2151,06-12-2023,02-05-2025,Returned,726
4713,3281,2436,09-10-2022,14-10-2024,Returned,1172
4714,3375,2661,25-07-2022,24-04-2025,Returned,1708
4715,3212,2151,26-03-2023,23-03-2025,Returned,1156
4716,3713,2960,26-01-2023,06-06-2024,Returned,694
4717,3280,2664,09-06-2022,29-12-2024,Returned,1568
4718,3371,2018,28-11-2023,15-04-2025,Returned,708
4719,3580,2865,22-04-2024,27-01-2025,Returned,260
4720,3626,2746,10-03-2023,22-05-2025,Returned,1308
4721,3321,2485,04-03-2024,31-05-2025,Returned,606
4722,3698,2039,22-02-2023,29-01-2025,Returned,1114
4723,3365,2726,08-11-2022,23-06-2024,Returned,886
4724,3737,2361,04-01-2024,19-09-2024,Returned,218
4725,3875,2893,16-07-2023,02-12-2024,Returned,710
4726,3637,2071,31-10-2022,24-06-2024,Returned,904
4727,3388,2032,06-06-2022,06-06-2024,Returned,1162
4728,3737,2995,07-05-2024,15-10-2024,Returned,22
4729,3753,2637,07-10-2023,08-10-2024,Returned,434
4730,3959,2024,08-11-2022,12-01-2025,Returned,1292
4731,3242,2113,26-07-2023,27-07-2024,Returned,434
4732,3483,2232,01-12-2023,26-01-2025,Returned,544
4733,3408,2972,28-01-2024,16-08-2024,Returned,102
4734,3969,2904,24-06-2022,30-01-2025,Returned,1602
4735,3609,2639,17-06-2023,06-12-2024,Returned,776
4736,3666,2606,29-09-2023,26-10-2024,Returned,486
4737,3886,2346,26-07-2023,,Issued,0
4738,3996,2754,27-07-2023,07-06-2024,Returned,332
4739,3723,2792,27-05-2024,28-06-2024,Returned,0
4740,3147,2342,24-03-2023,28-09-2024,Returned,808
4741,3736,2360,12-12-2022,09-05-2025,Returned,1458
4742,3010,2142,14-05-2023,08-08-2024,Returned,604
4743,3765,2853,28-09-2022,01-05-2025,Returned,1592
4744,3174,2749,07-11-2023,13-03-2025,Returned,684
4745,3316,2506,04-12-2022,26-01-2025,Returned,1268
4746,3007,2439,16-04-2023,16-02-2025,Returned,1044
4747,3643,2410,02-02-2023,08-03-2025,Returned,1230
4748,3813,2183,20-08-2022,24-10-2024,Returned,1292
4749,3208,2536,23-08-2023,02-08-2024,Returned,390
4750,3548,2573,21-10-2022,24-02-2025,Returned,1414
4751,3279,2968,20-06-2022,,Issued,0
4752,3507,2695,20-01-2024,24-07-2024,Returned,72
4753,3841,2436,12-10-2023,16-10-2024,Returned,440
4754,3395,2821,08-12-2022,17-08-2024,Returned,936
4755,3892,2491,03-08-2023,08-10-2024,Returned,564
4756,3099,2162,01-05-2023,02-02-2025,Returned,986
4757,3096,2749,01-04-2024,06-02-2025,Returned,322
4758,3428,2077,21-02-2023,09-12-2024,Returned,1014
4759,3933,2663,15-06-2023,13-02-2025,Returned,918
4760,3270,2145,29-07-2022,11-06-2024,Returned,1066
4761,3323,2336,13-08-2022,29-10-2024,Returned,1316
4762,3682,2293,06-03-2024,23-12-2024,Returned,284
4763,3883,2678,05-03-2024,20-11-2024,Returned,220
4764,3531,2343,06-10-2022,28-07-2024,Returned,1022
4765,3664,2234,12-06-2023,28-05-2025,Returned,1132
4766,3367,2700,21-07-2022,21-05-2025,Returned,1770
4767,3107,2275,20-09-2022,29-06-2024,Returned,996
4768,3748,2061,24-03-2023,30-09-2024,Returned,812
4769,3594,2212,24-06-2022,22-04-2025,Returned,1766
4770,3859,2595,02-04-2023,11-11-2024,Returned,878
4771,3074,2470,25-11-2022,,Issued,0
4772,3911,2337,29-11-2023,14-08-2024,Returned,218
4773,3823,2146,13-06-2022,30-11-2024,Returned,1502
4774,3824,2163,26-02-2023,01-06-2024,Returned,622
4775,3794,2225,04-10-2022,28-10-2024,Returned,1210
4776,3759,2220,14-07-2023,25-11-2024,Returned,700
4777,3439,2924,28-08-2023,02-01-2025,Returned,686
4778,3751,2376,27-11-2022,,Issued,0
4779,3223,2863,07-03-2024,13-11-2024,Returned,202
4780,3882,2574,01-12-2023,,Issued,0
4781,3669,2289,12-10-2022,12-10-2024,Returned,1162
4782,3212,2391,03-05-2024,12-06-2024,Returned,0
4783,3196,2346,06-08-2022,23-11-2024,Returned,1380
4784,3751,2978,14-06-2022,14-04-2025,Returned,1770
4785,3797,2012,08-12-2023,06-02-2025,Returned,552
4786,3160,2090,31-07-2023,04-04-2025,Returned,926
4787,3946,2518,08-01-2023,15-05-2025,Returned,1416
4788,3476,2404,01-08-2023,06-05-2025,Returned,988
4789,3493,2714,10-03-2024,22-06-2024,Returned,0
4790,3662,2405,03-07-2023,27-07-2024,Returned,480
4791,3376,2047,22-04-2023,22-10-2024,Returned,798
4792,3103,2800,05-07-2022,03-05-2025,Returned,1766
4793,3552,2321,09-11-2022,06-03-2025,Returned,1396
4794,3096,2475,21-01-2023,08-08-2024,Returned,830
4795,3852,2381,02-02-2023,09-06-2024,Returned,686
4796,3788,2129,09-06-2023,02-06-2024,Returned,418
4797,3555,2703,11-11-2023,17-12-2024,Returned,504
4798,3365,2700,11-05-2023,29-07-2024,Returned,590
4799,3488,2958,26-12-2023,18-07-2024,Returned,110
4800,3839,2714,04-07-2022,23-11-2024,Returned,1446
4801,3356,2796,18-04-2023,01-05-2025,Returned,1188
4802,3249,2168,17-09-2023,22-06-2024,Returned,258
4803,3289,2661,21-02-2024,23-03-2025,Returned,492
4804,3487,2739,31-07-2022,18-10-2024,Returned,1320
4805,3401,2207,17-05-2023,14-06-2024,Returned,488
4806,3917,2918,11-06-2022,14-07-2024,Returned,1228
4807,3699,2442,18-08-2023,05-05-2025,Returned,952
4808,3504,2628,28-12-2023,30-01-2025,Returned,498
4809,3490,2343,01-11-2023,14-10-2024,Returned,396
4810,3662,2266,24-11-2022,20-04-2025,Returned,1456
4811,3846,2658,18-09-2022,02-12-2024,Returned,1312
4812,3705,2953,05-06-2022,04-11-2024,Returned,1466
4813,3011,2241,18-03-2023,25-08-2024,Returned,752
4814,3343,2659,22-08-2022,01-02-2025,Returned,1488
4815,3215,2632,22-04-2024,18-02-2025,Returned,304
4816,3869,2659,07-07-2023,24-10-2024,Returned,650
4817,3184,2865,10-11-2023,28-06-2024,Returned,162
4818,3807,2789,10-11-2022,,Issued,0
4819,3246,2213,28-05-2024,29-04-2025,Returned,372
4820,3426,2530,25-10-2023,,Issued,0
4821,3939,2617,01-09-2022,16-11-2024,Returned,1314
4822,3325,2828,30-09-2023,14-11-2024,Returned,522
4823,3258,2696,19-08-2022,20-04-2025,Returned,1650
4824,3862,2984,30-06-2023,11-04-2025,Returned,1002
4825,3972,2820,26-03-2024,04-07-2024,Returned,0
4826,3395,2256,21-01-2024,13-07-2024,Returned,48
4827,3651,2822,06-01-2024,27-02-2025,Returned,536
4828,3115,2316,28-04-2024,13-08-2024,Returned,0
4829,3570,2011,04-02-2023,03-12-2024,Returned,1036
4830,3196,2185,19-05-2024,11-11-2024,Returned,52
4831,3250,2187,29-01-2023,,Issued,0
4832,3064,2727,05-03-2023,15-08-2024,Returned,758
4833,3038,2498,09-07-2022,23-06-2024,Returned,1130
4834,3285,2292,19-04-2023,26-10-2024,Returned,812
4835,3813,2988,27-04-2023,27-08-2024,Returned,676
4836,3084,2340,09-06-2022,19-04-2025,Returned,1790
4837,3663,2238,12-10-2022,01-04-2025,Returned,1504
4838,3871,2171,09-10-2022,22-10-2024,Returned,1188
4839,3933,2041,30-01-2024,02-11-2024,Returned,254
4840,3648,2167,27-11-2022,10-07-2024,Returned,882
4841,3545,2509,30-10-2023,06-10-2024,Returned,384
4842,3507,2837,18-12-2022,11-04-2025,Returned,1390
4843,3771,2380,11-07-2022,12-06-2024,Returned,1104
4844,3620,2694,18-09-2023,29-06-2024,Returned,270
4845,3559,2122,12-05-2023,20-12-2024,Returned,876
4846,3203,2393,27-05-2024,18-12-2024,Returned,110
4847,3931,2155,01-05-2023,23-03-2025,Returned,1084
4848,3759,2224,27-05-2023,18-07-2024,Returned,536
4849,3113,2919,26-03-2023,,Issued,0
4850,3669,2743,24-07-2022,22-11-2024,Returned,1404
4851,3740,2244,12-06-2022,21-04-2025,Returned,1788
4852,3049,2468,08-02-2024,01-03-2025,Returned,474
4853,3953,2903,05-02-2023,05-02-2025,Returned,1162
4854,3306,2615,15-01-2024,24-09-2024,Returned,206
4855,3119,2859,30-10-2023,,Issued,0
4856,3609,2799,31-03-2023,24-01-2025,Returned,1030
4857,3866,2082,26-08-2022,27-03-2025,Returned,1588
4858,3484,2164,10-05-2024,19-06-2024,Returned,0
4859,3724,2752,29-12-2023,06-06-2024,Returned,20
4860,3318,2713,07-12-2023,09-02-2025,Returned,560
4861,3936,2251,08-03-2024,27-04-2025,Returned,530
4862,3831,2752,26-03-2023,12-07-2024,Returned,648
4863,3950,2244,10-08-2022,27-11-2024,Returned,1380
4864,3471,2598,25-02-2023,28-03-2025,Returned,1224
4865,3360,2932,15-12-2022,04-10-2024,Returned,1018
4866,3659,2390,20-12-2023,20-03-2025,Returned,612
4867,3752,2375,17-02-2023,21-01-2025,Returned,1108
4868,3444,2004,29-04-2023,06-10-2024,Returned,752
4869,3586,2922,26-04-2023,24-02-2025,Returned,1040
4870,3640,2211,15-11-2023,05-02-2025,Returned,596
4871,3580,2149,29-09-2023,12-01-2025,Returned,642
4872,3098,2653,25-01-2023,20-03-2025,Returned,1270
4873,3597,2827,23-07-2023,28-11-2024,Returned,688
4874,3441,2871,17-01-2023,02-05-2025,Returned,1372
4875,3618,2007,15-08-2023,13-01-2025,Returned,734
4876,3535,2069,26-06-2023,24-01-2025,Returned,856
4877,3514,2284,17-06-2023,13-10-2024,Returned,668
4878,3919,2105,28-06-2023,29-08-2024,Returned,556
4879,3324,2409,09-07-2023,23-02-2025,Returned,890
4880,3781,2566,26-06-2023,29-08-2024,Returned,560
4881,3111,2898,28-05-2024,13-06-2024,Returned,0
4882,3041,2074,18-10-2022,20-03-2025,Returned,1468
4883,3267,2537,01-05-2023,23-01-2025,Returned,966
4884,3703,2148,18-04-2023,18-11-2024,Returned,860
4885,3751,2088,21-04-2024,10-07-2024,Returned,0
4886,3263,2427,10-08-2023,16-06-2024,Returned,322
4887,3304,2697,14-04-2023,21-03-2025,Returned,1114
4888,3867,2055,09-08-2023,13-04-2025,Returned,926
4889,3569,2850,03-06-2023,31-08-2024,Returned,610
4890,3247,2679,15-03-2024,30-05-2025,Returned,582
4891,3064,2390,01-11-2023,17-05-2025,Returned,826
4892,3579,2504,27-11-2022,08-07-2024,Returned,878
4893,3237,2957,14-06-2022,22-07-2024,Returned,1238
4894,3972,2736,15-11-2023,04-05-2025,Returned,772
4895,3715,2338,19-05-2024,18-03-2025,Returned,306
4896,3480,2519,19-04-2023,02-10-2024,Returned,764
4897,3620,2742,29-08-2022,13-01-2025,Returned,1436
4898,3367,2857,09-05-2023,11-03-2025,Returned,1044
4899,3754,2582,16-12-2023,01-10-2024,Returned,280
4900,3324,2764,27-03-2024,26-02-2025,Returned,372
4901,3776,2998,11-01-2023,25-11-2024,Returned,1068
4902,3339,2775,23-11-2023,27-05-2025,Returned,802
4903,3817,2058,20-06-2023,08-01-2025,Returned,836
4904,3330,2280,11-05-2023,,Issued,0
4905,3921,2815,26-09-2022,04-07-2024,Returned,994
4906,3123,2987,10-04-2024,21-10-2024,Returned,88
4907,3863,2890,06-02-2024,24-06-2024,Returned,0
4908,3416,2688,02-11-2022,07-10-2024,Returned,1110
4909,3058,2638,16-12-2022,31-07-2024,Returned,886
4910,3101,2533,26-08-2023,21-03-2025,Returned,846
4911,3952,2936,14-09-2022,06-05-2025,Returned,1630
4912,3257,2115,04-08-2022,26-09-2024,Returned,1268
4913,3929,2688,30-12-2023,22-06-2024,Returned,50
4914,3716,2590,31-01-2024,,Issued,0
4915,3239,2132,05-03-2023,09-10-2024,Returned,868
4916,3793,2634,12-12-2023,08-05-2025,Returned,726
4917,3214,2488,19-08-2023,05-08-2024,Returned,404
4918,3941,2756,15-09-2023,07-08-2024,Returned,354
4919,3904,2675,21-03-2023,28-11-2024,Returned,936
